Country,Date,TotalCases,TotalDeaths
Chile,2020-03-15,75,0
Chile,2020-03-16,156,0
Chile,2020-03-17,201,0
Chile,2020-03-18,238,0
Chile,2020-03-19,342,0
Chile,2020-03-20,434,0
Chile,2020-03-21,537,1
Chile,2020-03-22,632,1
Chile,2020-03-23,746,2
Chile,2020-03-24,922,2
Chile,2020-03-25,1142,3
Chile,2020-03-26,1306,4
Chile,2020-03-27,1610,5
Chile,2020-03-28,1909,6
Chile,2020-03-29,2139,7
Chile,2020-03-30,2449,8
Chile,2020-03-31,2738,12
Chile,2020-04-01,3031,16
Chile,2020-04-02,3404,18
Chile,2020-04-03,3737,22
Chile,2020-04-04,4161,27
Chile,2020-04-05,4471,34
Chile,2020-04-06,4815,37
Chile,2020-04-07,5116,43
Chile,2020-04-08,5546,48
Chile,2020-04-09,5972,57
Chile,2020-04-10,6501,65
Chile,2020-04-11,6927,73
Chile,2020-04-12,7213,80
Chile,2020-04-13,7525,82
Chile,2020-04-14,7917,92
Chile,2020-04-15,8273,94
China,2020-02-15,68500,1665
China,2020-02-16,70548,1770
China,2020-02-17,72436,1868
China,2020-02-18,74185,2004
China,2020-02-19,74576,2118
China,2020-02-20,75465,2236
China,2020-02-21,76288,2345
China,2020-02-22,76936,2442
China,2020-02-23,77150,2592
China,2020-02-24,77658,2663
China,2020-02-25,78064,2715
China,2020-02-26,78497,2744
China,2020-02-27,78824,2788
China,2020-02-28,79251,2835
China,2020-02-29,79824,2870
China,2020-03-01,80026,2912
China,2020-03-02,80151,2943
China,2020-03-03,80270,2981
China,2020-03-04,80409,3012
China,2020-03-05,80552,3042
China,2020-03-06,80651,3070
China,2020-03-07,80695,3097
China,2020-03-08,80735,3119
China,2020-03-09,80754,3136
China,2020-03-10,80778,3158
China,2020-03-11,80793,3169
China,2020-03-12,80813,3176
China,2020-03-13,80824,3189
China,2020-03-14,80844,3199
China,2020-03-15,80860,3213
China,2020-03-16,80881,3226
China,2020-03-17,80894,3237
China,2020-03-18,80928,3245
China,2020-03-19,80967,3248
China,2020-03-20,81008,3255
China,2020-03-21,81054,3261
China,2020-03-22,81093,3270
China,2020-03-23,81171,3277
China,2020-03-24,81218,3281
China,2020-03-25,81285,3287
China,2020-03-26,81340,3292
China,2020-03-27,81394,3295
China,2020-03-28,81439,3300
China,2020-03-29,81439,3300
China,2020-03-30,81518,3305
China,2020-03-31,81554,3312
China,2020-04-01,81589,3318
China,2020-04-02,81620,3322
China,2020-04-03,81639,3326
China,2020-04-04,81669,3329
China,2020-04-05,81708,3331
China,2020-04-06,81740,3331
China,2020-04-07,81802,3333
China,2020-04-08,81865,3335
China,2020-04-09,81907,3336
China,2020-04-10,81953,3339
China,2020-04-11,82052,3339
China,2020-04-12,82160,3341
China,2020-04-13,82249,3341
China,2020-04-14,82295,3342
China,2020-04-15,82341,3342
Colombia,2020-02-15,0,0
Colombia,2020-02-16,0,0
Colombia,2020-02-17,0,0
Colombia,2020-02-18,0,0
Colombia,2020-02-19,0,0
Colombia,2020-02-20,0,0
Colombia,2020-02-21,0,0
Colombia,2020-02-22,0,0
Colombia,2020-02-23,0,0
Colombia,2020-02-24,0,0
Colombia,2020-02-25,0,0
Colombia,2020-02-26,0,0
Colombia,2020-02-27,0,0
Colombia,2020-02-28,0,0
Colombia,2020-02-29,0,0
Colombia,2020-03-01,0,0
Colombia,2020-03-02,0,0
Colombia,2020-03-03,0,0
Colombia,2020-03-04,0,0
Colombia,2020-03-05,0,0
Colombia,2020-03-06,1,0
Colombia,2020-03-07,1,0
Colombia,2020-03-08,1,0
Colombia,2020-03-09,3,0
Colombia,2020-03-10,3,0
Colombia,2020-03-11,9,0
Colombia,2020-03-12,9,0
Colombia,2020-03-13,16,0
Colombia,2020-03-14,24,0
Colombia,2020-03-15,34,0
Colombia,2020-03-16,54,0
Colombia,2020-03-17,65,0
Colombia,2020-03-18,93,0
Colombia,2020-03-19,108,0
Colombia,2020-03-20,145,0
Colombia,2020-03-21,196,0
Colombia,2020-03-22,231,2
Colombia,2020-03-23,277,3
Colombia,2020-03-24,378,3
Colombia,2020-03-25,470,4
Colombia,2020-03-26,491,6
Colombia,2020-03-27,539,6
Colombia,2020-03-28,608,6
Colombia,2020-03-29,702,10
Colombia,2020-03-30,798,14
Colombia,2020-03-31,906,16
Colombia,2020-04-01,1065,17
Colombia,2020-04-02,1161,19
Colombia,2020-04-03,1267,25
Colombia,2020-04-04,1406,32
Colombia,2020-04-05,1485,35
Colombia,2020-04-06,1579,46
Colombia,2020-04-07,1780,50
Colombia,2020-04-08,2054,55
Colombia,2020-04-09,2223,69
Colombia,2020-04-10,2473,80
Colombia,2020-04-11,2709,100
Colombia,2020-04-12,2776,109
Colombia,2020-04-13,2852,112
Colombia,2020-04-14,2979,127
Colombia,2020-04-15,3105,131
Croatia,2020-02-15,0,0
Croatia,2020-02-16,0,0
Croatia,2020-02-17,0,0
Croatia,2020-02-18,0,0
Croatia,2020-02-19,0,0
Croatia,2020-02-20,0,0
Croatia,2020-02-21,0,0
Croatia,2020-02-22,0,0
Croatia,2020-02-23,0,0
Croatia,2020-02-24,0,0
Croatia,2020-02-25,1,0
Croatia,2020-02-26,3,0
Croatia,2020-02-27,3,0
Croatia,2020-02-28,5,0
Croatia,2020-02-29,6,0
Croatia,2020-03-01,7,0
Croatia,2020-03-02,8,0
Croatia,2020-03-03,9,0
Croatia,2020-03-04,10,0
Croatia,2020-03-05,10,0
Croatia,2020-03-06,11,0
Croatia,2020-03-07,12,0
Croatia,2020-03-08,12,0
Croatia,2020-03-09,13,0
Croatia,2020-03-10,15,0
Croatia,2020-03-11,19,0
Croatia,2020-03-12,27,0
Croatia,2020-03-13,32,0
Croatia,2020-03-14,39,0
Croatia,2020-03-15,49,0
Croatia,2020-03-16,57,0
Croatia,2020-03-17,69,0
Croatia,2020-03-18,89,0
Croatia,2020-03-19,110,1
Croatia,2020-03-20,130,1
Croatia,2020-03-21,206,1
Croatia,2020-03-22,254,1
Croatia,2020-03-23,315,1
Croatia,2020-03-24,382,1
Croatia,2020-03-25,442,1
Croatia,2020-03-26,495,3
Croatia,2020-03-27,586,3
Croatia,2020-03-28,657,5
Croatia,2020-03-29,713,6
Croatia,2020-03-30,790,6
Croatia,2020-03-31,867,6
Croatia,2020-04-01,963,6
Croatia,2020-04-02,1011,7
Croatia,2020-04-03,1079,8
Croatia,2020-04-04,1126,12
Croatia,2020-04-05,1182,15
Croatia,2020-04-06,1222,16
Croatia,2020-04-07,1282,18
Croatia,2020-04-08,1343,19
Croatia,2020-04-09,1407,20
Croatia,2020-04-10,1495,21
Croatia,2020-04-11,1534,21
Croatia,2020-04-12,1600,23
Croatia,2020-04-13,1650,25
Croatia,2020-04-14,1704,31
Croatia,2020-04-15,1741,33
Czechia,2020-02-15,0,0
Czechia,2020-02-16,0,0
Czechia,2020-02-17,0,0
Czechia,2020-02-18,0,0
Czechia,2020-02-19,0,0
Czechia,2020-02-20,0,0
Czechia,2020-02-21,0,0
Czechia,2020-02-22,0,0
Czechia,2020-02-23,0,0
Czechia,2020-02-24,0,0
Czechia,2020-02-25,0,0
Czechia,2020-02-26,0,0
Czechia,2020-02-27,0,0
Czechia,2020-02-28,0,0
Czechia,2020-02-29,0,0
Czechia,2020-03-01,3,0
Czechia,2020-03-02,4,0
Czechia,2020-03-03,5,0
Czechia,2020-03-04,8,0
Czechia,2020-03-05,12,0
Czechia,2020-03-06,19,0
Czechia,2020-03-07,26,0
Czechia,2020-03-08,32,0
Czechia,2020-03-09,38,0
Czechia,2020-03-10,63,0
Czechia,2020-03-11,94,0
Czechia,2020-03-12,116,0
Czechia,2020-03-13,141,0
Czechia,2020-03-14,189,0
Czechia,2020-03-15,293,0
Czechia,2020-03-16,344,0
Czechia,2020-03-17,434,0
Czechia,2020-03-18,522,0
Czechia,2020-03-19,694,0
Czechia,2020-03-20,833,0
Czechia,2020-03-21,995,0
Czechia,2020-03-22,1120,1
Czechia,2020-03-23,1236,1
Czechia,2020-03-24,1394,3
Czechia,2020-03-25,1654,6
Czechia,2020-03-26,1925,9
Czechia,2020-03-27,2279,9
Czechia,2020-03-28,2631,11
Czechia,2020-03-29,2817,16
Czechia,2020-03-30,3001,23
Czechia,2020-03-31,3308,31
Czechia,2020-04-01,3589,39
Czechia,2020-04-02,3858,44
Czechia,2020-04-03,4190,53
Czechia,2020-04-04,4472,59
Czechia,2020-04-05,4587,67
Czechia,2020-04-06,4822,78
Czechia,2020-04-07,5017,88
Czechia,2020-04-08,5312,99
Czechia,2020-04-09,5569,112
Czechia,2020-04-10,5732,119
Czechia,2020-04-11,5902,129
Czechia,2020-04-12,5991,138
Czechia,2020-04-13,6059,143
Czechia,2020-04-14,6111,161
Czechia,2020-04-15,6301,166
Denmark,2020-02-15,0,0
Denmark,2020-02-16,0,0
Denmark,2020-02-17,0,0
Denmark,2020-02-18,0,0
Denmark,2020-02-19,0,0
Denmark,2020-02-20,0,0
Denmark,2020-02-21,0,0
Denmark,2020-02-22,0,0
Denmark,2020-02-23,0,0
Denmark,2020-02-24,0,0
Denmark,2020-02-25,0,0
Denmark,2020-02-26,0,0
Denmark,2020-02-27,1,0
Denmark,2020-02-28,2,0
Denmark,2020-02-29,3,0
Denmark,2020-03-01,4,0
Denmark,2020-03-02,4,0
Denmark,2020-03-03,10,0
Denmark,2020-03-04,14,0
Denmark,2020-03-05,19,0
Denmark,2020-03-06,21,0
Denmark,2020-03-07,27,0
Denmark,2020-03-08,35,0
Denmark,2020-03-09,90,0
Denmark,2020-03-10,262,0
Denmark,2020-03-11,514,0
Denmark,2020-03-12,674,0
Denmark,2020-03-13,804,0
Denmark,2020-03-14,836,1
Denmark,2020-03-15,864,2
Denmark,2020-03-16,914,4
Denmark,2020-03-17,977,4
Denmark,2020-03-18,1057,4
Denmark,2020-03-19,1151,6
Denmark,2020-03-20,1255,9
Denmark,2020-03-21,1326,13
Denmark,2020-03-22,1395,13
Denmark,2020-03-23,1460,24
Denmark,2020-03-24,1591,32
Denmark,2020-03-25,1724,34
Denmark,2020-03-26,1877,41
Denmark,2020-03-27,2046,52
Denmark,2020-03-28,2201,65
Denmark,2020-03-29,2395,72
Denmark,2020-03-30,2577,77
Denmark,2020-03-31,2860,104
Denmark,2020-04-01,3107,104
Denmark,2020-04-02,3386,123
Denmark,2020-04-03,3757,139
Denmark,2020-04-04,4077,161
Denmark,2020-04-05,4369,179
Denmark,2020-04-06,4681,187
Denmark,2020-04-07,5071,203
Denmark,2020-04-08,5402,218
Denmark,2020-04-09,5635,237
Denmark,2020-04-10,5819,247
Denmark,2020-04-11,5996,260
Denmark,2020-04-12,6174,273
Denmark,2020-04-13,6318,285
Denmark,2020-04-14,6511,299
Denmark,2020-04-15,6681,309
Dominican Republic,2020-02-15,0,0
Dominican Republic,2020-02-16,0,0
Dominican Republic,2020-02-17,0,0
Dominican Republic,2020-02-18,0,0
Dominican Republic,2020-02-19,0,0
Dominican Republic,2020-02-20,0,0
Dominican Republic,2020-02-21,0,0
Dominican Republic,2020-02-22,0,0
Dominican Republic,2020-02-23,0,0
Dominican Republic,2020-02-24,0,0
Dominican Republic,2020-02-25,0,0
Dominican Republic,2020-02-26,0,0
Dominican Republic,2020-02-27,0,0
Dominican Republic,2020-02-28,0,0
Dominican Republic,2020-02-29,0,0
Dominican Republic,2020-03-01,1,0
Dominican Republic,2020-03-02,1,0
Dominican Republic,2020-03-03,1,0
Dominican Republic,2020-03-04,1,0
Dominican Republic,2020-03-05,1,0
Dominican Republic,2020-03-06,2,0
Dominican Republic,2020-03-07,2,0
Dominican Republic,2020-03-08,5,0
Dominican Republic,2020-03-09,5,0
Dominican Republic,2020-03-10,5,0
Dominican Republic,2020-03-11,5,0
Dominican Republic,2020-03-12,5,0
Dominican Republic,2020-03-13,5,0
Dominican Republic,2020-03-14,11,0
Dominican Republic,2020-03-15,11,0
Dominican Republic,2020-03-16,21,1
Dominican Republic,2020-03-17,21,1
Dominican Republic,2020-03-18,34,2
Dominican Republic,2020-03-19,34,2
Dominican Republic,2020-03-20,72,2
Dominican Republic,2020-03-21,112,3
Dominican Republic,2020-03-22,202,3
Dominican Republic,2020-03-23,245,3
Dominican Republic,2020-03-24,312,6
Dominican Republic,2020-03-25,392,10
Dominican Republic,2020-03-26,488,10
Dominican Republic,2020-03-27,581,20
Dominican Republic,2020-03-28,719,28
Dominican Republic,2020-03-29,859,39
Dominican Republic,2020-03-30,901,42
Dominican Republic,2020-03-31,1109,51
Dominican Republic,2020-04-01,1284,57
Dominican Republic,2020-04-02,1380,60
Dominican Republic,2020-04-03,1488,68
Dominican Republic,2020-04-04,1578,77
Dominican Republic,2020-04-05,1745,82
Dominican Republic,2020-04-06,1828,86
Dominican Republic,2020-04-07,1956,98
Dominican Republic,2020-04-08,2111,108
Dominican Republic,2020-04-09,2349,118
Dominican Republic,2020-04-10,2620,126
Dominican Republic,2020-04-11,2759,135
Dominican Republic,2020-04-12,2967,173
Dominican Republic,2020-04-13,3167,177
Dominican Republic,2020-04-14,3286,183
Dominican Republic,2020-04-15,3614,189
Ecuador,2020-02-15,0,0
Ecuador,2020-02-16,0,0
Ecuador,2020-02-17,0,0
Ecuador,2020-02-18,0,0
Ecuador,2020-02-19,0,0
Ecuador,2020-02-20,0,0
Ecuador,2020-02-21,0,0
Ecuador,2020-02-22,0,0
Ecuador,2020-02-23,0,0
Ecuador,2020-02-24,0,0
Ecuador,2020-02-25,0,0
Ecuador,2020-02-26,0,0
Ecuador,2020-02-27,0,0
Ecuador,2020-02-28,0,0
Ecuador,2020-02-29,1,0
Ecuador,2020-03-01,6,0
Ecuador,2020-03-02,6,0
Ecuador,2020-03-03,7,0
Ecuador,2020-03-04,10,0
Ecuador,2020-03-05,13,0
Ecuador,2020-03-06,13,0
Ecuador,2020-03-07,14,0
Ecuador,2020-03-08,14,0
Ecuador,2020-03-09,15,0
Ecuador,2020-03-10,17,0
Ecuador,2020-03-11,17,0
Ecuador,2020-03-12,17,0
Ecuador,2020-03-13,23,1
Ecuador,2020-03-14,28,2
Ecuador,2020-03-15,37,2
Ecuador,2020-03-16,58,2
Ecuador,2020-03-17,111,2
Ecuador,2020-03-18,168,3
Ecuador,2020-03-19,260,3
Ecuador,2020-03-20,426,7
Ecuador,2020-03-21,532,7
Ecuador,2020-03-22,789,14
Ecuador,2020-03-23,981,18
Ecuador,2020-03-24,1082,27
Ecuador,2020-03-25,1211,29
Ecuador,2020-03-26,1403,34
Ecuador,2020-03-27,1627,41
Ecuador,2020-03-28,1823,48
Ecuador,2020-03-29,1924,57
Ecuador,2020-03-30,1966,62
Ecuador,2020-03-31,2302,79
Ecuador,2020-04-01,2758,98
Ecuador,2020-04-02,3163,120
Ecuador,2020-04-03,3368,145
Ecuador,2020-04-04,3465,172
Ecuador,2020-04-05,3646,180
Ecuador,2020-04-06,3747,191
Ecuador,2020-04-07,3995,220
Ecuador,2020-04-08,4450,242
Ecuador,2020-04-09,4965,272
Ecuador,2020-04-10,7161,297
Ecuador,2020-04-11,7257,315
Ecuador,2020-04-12,7466,333
Ecuador,2020-04-13,7529,355
Ecuador,2020-04-14,7603,369
Ecuador,2020-04-15,7858,388
Egypt,2020-02-15,1,0
Egypt,2020-02-16,1,0
Egypt,2020-02-17,1,0
Egypt,2020-02-18,1,0
Egypt,2020-02-19,1,0
Egypt,2020-02-20,1,0
Egypt,2020-02-21,1,0
Egypt,2020-02-22,1,0
Egypt,2020-02-23,1,0
Egypt,2020-02-24,1,0
Egypt,2020-02-25,1,0
Egypt,2020-02-26,1,0
Egypt,2020-02-27,1,0
Egypt,2020-02-28,1,0
Egypt,2020-02-29,1,0
Egypt,2020-03-01,2,0
Egypt,2020-03-02,2,0
Egypt,2020-03-03,2,0
Egypt,2020-03-04,2,0
Egypt,2020-03-05,3,0
Egypt,2020-03-06,15,0
Egypt,2020-03-07,48,0
Egypt,2020-03-08,55,1
Egypt,2020-03-09,59,1
Egypt,2020-03-10,59,1
Egypt,2020-03-11,67,1
Egypt,2020-03-12,80,2
Egypt,2020-03-13,93,2
Egypt,2020-03-14,110,2
Egypt,2020-03-15,126,2
Egypt,2020-03-16,166,4
Egypt,2020-03-17,196,6
Egypt,2020-03-18,210,6
Egypt,2020-03-19,256,7
Egypt,2020-03-20,285,8
Egypt,2020-03-21,294,10
Egypt,2020-03-22,327,14
Egypt,2020-03-23,366,19
Egypt,2020-03-24,402,20
Egypt,2020-03-25,456,21
Egypt,2020-03-26,495,24
Egypt,2020-03-27,536,30
Egypt,2020-03-28,576,36
Egypt,2020-03-29,609,40
Egypt,2020-03-30,656,41
Egypt,2020-03-31,710,46
Egypt,2020-04-01,779,52
Egypt,2020-04-02,865,58
Egypt,2020-04-03,985,66
Egypt,2020-04-04,1070,71
Egypt,2020-04-05,1173,78
Egypt,2020-04-06,1322,85
Egypt,2020-04-07,1450,94
Egypt,2020-04-08,1560,103
Egypt,2020-04-09,1699,118
Egypt,2020-04-10,1794,135
Egypt,2020-04-11,1939,146
Egypt,2020-04-12,2065,159
Egypt,2020-04-13,2190,164
Egypt,2020-04-14,2350,178
Egypt,2020-04-15,2505,183
Estonia,2020-02-15,0,0
Estonia,2020-02-16,0,0
Estonia,2020-02-17,0,0
Estonia,2020-02-18,0,0
Estonia,2020-02-19,0,0
Estonia,2020-02-20,0,0
Estonia,2020-02-21,0,0
Estonia,2020-02-22,0,0
Estonia,2020-02-23,0,0
Estonia,2020-02-24,0,0
Estonia,2020-02-25,0,0
Estonia,2020-02-26,0,0
Estonia,2020-02-27,1,0
Estonia,2020-02-28,1,0
Estonia,2020-02-29,1,0
Estonia,2020-03-01,1,0
Estonia,2020-03-02,1,0
Estonia,2020-03-03,2,0
Estonia,2020-03-04,2,0
Estonia,2020-03-05,5,0
Estonia,2020-03-06,10,0
Estonia,2020-03-07,10,0
Estonia,2020-03-08,10,0
Estonia,2020-03-09,10,0
Estonia,2020-03-10,13,0
Estonia,2020-03-11,16,0
Estonia,2020-03-12,27,0
Estonia,2020-03-13,79,0
Estonia,2020-03-14,115,0
Estonia,2020-03-15,171,0
Estonia,2020-03-16,205,0
Estonia,2020-03-17,225,0
Estonia,2020-03-18,258,0
Estonia,2020-03-19,267,0
Estonia,2020-03-20,283,0
Estonia,2020-03-21,306,0
Estonia,2020-03-22,326,0
Estonia,2020-03-23,352,0
Estonia,2020-03-24,369,0
Estonia,2020-03-25,404,1
Estonia,2020-03-26,538,1
Estonia,2020-03-27,575,1
Estonia,2020-03-28,645,1
Estonia,2020-03-29,679,3
Estonia,2020-03-30,715,3
Estonia,2020-03-31,745,4
Estonia,2020-04-01,779,5
Estonia,2020-04-02,858,11
Estonia,2020-04-03,961,12
Estonia,2020-04-04,1039,13
Estonia,2020-04-05,1097,15
Estonia,2020-04-06,1108,19
Estonia,2020-04-07,1149,21
Estonia,2020-04-08,1185,24
Estonia,2020-04-09,1207,24
Estonia,2020-04-10,1258,24
Estonia,2020-04-11,1304,24
Estonia,2020-04-12,1309,25
Estonia,2020-04-13,1332,28
Estonia,2020-04-14,1373,31
Estonia,2020-04-15,1400,35
Finland,2020-02-15,1,0
Finland,2020-02-16,1,0
Finland,2020-02-17,1,0
Finland,2020-02-18,1,0
Finland,2020-02-19,1,0
Finland,2020-02-20,1,0
Finland,2020-02-21,1,0
Finland,2020-02-22,1,0
Finland,2020-02-23,1,0
Finland,2020-02-24,1,0
Finland,2020-02-25,1,0
Finland,2020-02-26,2,0
Finland,2020-02-27,2,0
Finland,2020-02-28,3,0
Finland,2020-02-29,3,0
Finland,2020-03-01,6,0
Finland,2020-03-02,7,0
Finland,2020-03-03,7,0
Finland,2020-03-04,7,0
Finland,2020-03-05,12,0
Finland,2020-03-06,12,0
Finland,2020-03-07,19,0
Finland,2020-03-08,25,0
Finland,2020-03-09,33,0
Finland,2020-03-10,40,0
Finland,2020-03-11,65,0
Finland,2020-03-12,109,0
Finland,2020-03-13,155,0
Finland,2020-03-14,225,0
Finland,2020-03-15,244,0
Finland,2020-03-16,278,0
Finland,2020-03-17,322,0
Finland,2020-03-18,359,0
Finland,2020-03-19,400,0
Finland,2020-03-20,450,0
Finland,2020-03-21,523,1
Finland,2020-03-22,626,1
Finland,2020-03-23,700,1
Finland,2020-03-24,792,1
Finland,2020-03-25,880,3
Finland,2020-03-26,958,5
Finland,2020-03-27,1041,7
Finland,2020-03-28,1167,9
Finland,2020-03-29,1240,11
Finland,2020-03-30,1352,13
Finland,2020-03-31,1418,17
Finland,2020-04-01,1446,17
Finland,2020-04-02,1518,19
Finland,2020-04-03,1615,20
Finland,2020-04-04,1882,25
Finland,2020-04-05,1927,28
Finland,2020-04-06,2176,27
Finland,2020-04-07,2308,34
Finland,2020-04-08,2487,40
Finland,2020-04-09,2605,42
Finland,2020-04-10,2769,48
Finland,2020-04-11,2905,49
Finland,2020-04-12,2974,56
Finland,2020-04-13,3064,59
Finland,2020-04-14,3161,64
Finland,2020-04-15,3237,72
France,2020-02-15,12,1
France,2020-02-16,12,1
France,2020-02-17,12,1
France,2020-02-18,12,1
France,2020-02-19,12,1
France,2020-02-20,12,1
France,2020-02-21,12,1
France,2020-02-22,12,1
France,2020-02-23,12,1
France,2020-02-24,12,1
France,2020-02-25,14,1
France,2020-02-26,18,2
France,2020-02-27,38,2
France,2020-02-28,57,2
France,2020-02-29,100,2
France,2020-03-01,130,2
France,2020-03-02,191,3
France,2020-03-03,212,4
France,2020-03-04,285,4
France,2020-03-05,423,7
France,2020-03-06,653,9
France,2020-03-07,949,16
France,2020-03-08,1209,19
France,2020-03-09,1412,30
France,2020-03-10,1784,33
France,2020-03-11,2281,48
France,2020-03-12,2876,61
France,2020-03-13,3661,79
France,2020-03-14,4499,91
France,2020-03-15,5423,127
France,2020-03-16,6633,148
France,2020-03-17,7730,175
France,2020-03-18,9134,264
France,2020-03-19,10995,372
France,2020-03-20,12612,450
France,2020-03-21,14459,562
France,2020-03-22,16018,674
France,2020-03-23,19858,860
France,2020-03-24,22304,1100
France,2020-03-25,25233,1331
France,2020-03-26,29155,1696
France,2020-03-27,32964,1995
France,2020-03-28,37575,2314
France,2020-03-29,40174,2606
France,2020-03-30,44550,3024
France,2020-03-31,52128,3523
France,2020-04-01,56989,4032
France,2020-04-02,59105,5387
France,2020-04-03,82165,6507
France,2020-04-04,89953,7560
France,2020-04-05,92839,8078
France,2020-04-06,98010,8911
France,2020-04-07,109069,10328
France,2020-04-08,112950,10869
France,2020-04-09,117749,12210
France,2020-04-10,124869,13197
France,2020-04-11,129654,13832
France,2020-04-12,132591,14393
France,2020-04-13,136779,14967
France,2020-04-14,143303,15729
France,2020-04-15,147863,17167
Germany,2020-02-15,16,0
Germany,2020-02-16,16,0
Germany,2020-02-17,16,0
Germany,2020-02-18,16,0
Germany,2020-02-19,16,0
Germany,2020-02-20,16,0
Germany,2020-02-21,16,0
Germany,2020-02-22,16,0
Germany,2020-02-23,16,0
Germany,2020-02-24,16,0
Germany,2020-02-25,18,0
Germany,2020-02-26,26,0
Germany,2020-02-27,48,0
Germany,2020-02-28,74,0
Germany,2020-02-29,79,0
Germany,2020-03-01,130,0
Germany,2020-03-02,165,0
Germany,2020-03-03,203,0
Germany,2020-03-04,262,0
Germany,2020-03-05,545,0
Germany,2020-03-06,670,0
Germany,2020-03-07,800,0
Germany,2020-03-08,1040,0
Germany,2020-03-09,1224,2
Germany,2020-03-10,1565,2
Germany,2020-03-11,1966,3
Germany,2020-03-12,2745,6
Germany,2020-03-13,3675,8
Germany,2020-03-14,4599,9
Germany,2020-03-15,5813,13
Germany,2020-03-16,7272,17
Germany,2020-03-17,9367,26
Germany,2020-03-18,12327,28
Germany,2020-03-19,15320,44
Germany,2020-03-20,19848,68
Germany,2020-03-21,22364,84
Germany,2020-03-22,24873,94
Germany,2020-03-23,29056,123
Germany,2020-03-24,32991,159
Germany,2020-03-25,37223,206
Germany,2020-03-26,43938,267
Germany,2020-03-27,50871,351
Germany,2020-03-28,57695,433
Germany,2020-03-29,62435,541
Germany,2020-03-30,66885,645
Germany,2020-03-31,71808,775
Germany,2020-04-01,77981,931
Germany,2020-04-02,84794,1107
Germany,2020-04-03,91159,1275
Germany,2020-04-04,96092,1444
Germany,2020-04-05,100123,1584
Germany,2020-04-06,103375,1810
Germany,2020-04-07,107663,2016
Germany,2020-04-08,113296,2349
Germany,2020-04-09,118235,2607
Germany,2020-04-10,122171,2736
Germany,2020-04-11,125452,2871
Germany,2020-04-12,127854,3022
Germany,2020-04-13,130072,3194
Germany,2020-04-14,132210,3495
Germany,2020-04-15,134753,3804
Greece,2020-02-15,0,0
Greece,2020-02-16,0,0
Greece,2020-02-17,0,0
Greece,2020-02-18,0,0
Greece,2020-02-19,0,0
Greece,2020-02-20,0,0
Greece,2020-02-21,0,0
Greece,2020-02-22,0,0
Greece,2020-02-23,0,0
Greece,2020-02-24,0,0
Greece,2020-02-25,0,0
Greece,2020-02-26,1,0
Greece,2020-02-27,3,0
Greece,2020-02-28,4,0
Greece,2020-02-29,7,0
Greece,2020-03-01,7,0
Greece,2020-03-02,7,0
Greece,2020-03-03,7,0
Greece,2020-03-04,9,0
Greece,2020-03-05,31,0
Greece,2020-03-06,45,0
Greece,2020-03-07,66,0
Greece,2020-03-08,73,0
Greece,2020-03-09,84,0
Greece,2020-03-10,89,0
Greece,2020-03-11,99,0
Greece,2020-03-12,117,1
Greece,2020-03-13,190,1
Greece,2020-03-14,228,3
Greece,2020-03-15,331,4
Greece,2020-03-16,352,4
Greece,2020-03-17,387,5
Greece,2020-03-18,418,5
Greece,2020-03-19,464,6
Greece,2020-03-20,495,10
Greece,2020-03-21,530,13
Greece,2020-03-22,624,15
Greece,2020-03-23,695,17
Greece,2020-03-24,743,20
Greece,2020-03-25,821,22
Greece,2020-03-26,892,27
Greece,2020-03-27,966,28
Greece,2020-03-28,1061,32
Greece,2020-03-29,1156,39
Greece,2020-03-30,1212,46
Greece,2020-03-31,1314,49
Greece,2020-04-01,1415,51
Greece,2020-04-02,1544,53
Greece,2020-04-03,1613,63
Greece,2020-04-04,1673,68
Greece,2020-04-05,1735,73
Greece,2020-04-06,1755,79
Greece,2020-04-07,1832,81
Greece,2020-04-08,1884,83
Greece,2020-04-09,1955,87
Greece,2020-04-10,2011,92
Greece,2020-04-11,2081,93
Greece,2020-04-12,2114,98
Greece,2020-04-13,2145,99
Greece,2020-04-14,2170,101
Greece,2020-04-15,2192,102
Hong Kong,2020-02-15,56,1
Hong Kong,2020-02-16,57,1
Hong Kong,2020-02-17,60,1
Hong Kong,2020-02-18,62,1
Hong Kong,2020-02-19,65,2
Hong Kong,2020-02-20,69,2
Hong Kong,2020-02-21,69,2
Hong Kong,2020-02-22,70,2
Hong Kong,2020-02-23,74,2
Hong Kong,2020-02-24,81,2
Hong Kong,2020-02-25,85,2
Hong Kong,2020-02-26,89,2
Hong Kong,2020-02-27,92,2
Hong Kong,2020-02-28,93,2
Hong Kong,2020-02-29,95,2
Hong Kong,2020-03-01,100,2
Hong Kong,2020-03-02,100,2
Hong Kong,2020-03-03,101,2
Hong Kong,2020-03-04,103,2
Hong Kong,2020-03-05,105,2
Hong Kong,2020-03-06,108,2
Hong Kong,2020-03-07,108,2
Hong Kong,2020-03-08,115,3
Hong Kong,2020-03-09,116,3
Hong Kong,2020-03-10,121,3
Hong Kong,2020-03-11,130,3
Hong Kong,2020-03-12,131,3
Hong Kong,2020-03-13,132,4
Hong Kong,2020-03-14,142,4
Hong Kong,2020-03-15,149,4
Hong Kong,2020-03-16,155,4
Hong Kong,2020-03-17,168,4
Hong Kong,2020-03-18,193,4
Hong Kong,2020-03-19,208,4
Hong Kong,2020-03-20,256,4
Hong Kong,2020-03-21,274,4
Hong Kong,2020-03-22,318,4
