Country,Date,TotalCases,TotalDeaths
Chile,2020-04-18,9730,126
Chile,2020-04-19,10088,133
Chile,2020-04-20,10507,139
Chile,2020-04-21,10832,147
Chile,2020-04-22,11296,160
Chile,2020-04-23,11812,168
Chile,2020-04-24,12306,174
Chile,2020-04-25,12858,181
Chile,2020-04-26,13331,189
Chile,2020-04-27,13813,198
Chile,2020-04-28,14365,207
Chile,2020-04-29,14885,216
Chile,2020-04-30,16023,227
Chile,2020-05-01,17008,234
Chile,2020-05-02,18435,247
Chile,2020-05-03,19663,260
Chile,2020-05-04,20643,270
Chile,2020-05-05,22016,275
Chile,2020-05-06,23048,281
Ireland,2020-02-15,0,0
Ireland,2020-02-16,0,0
Ireland,2020-02-17,0,0
Ireland,2020-02-18,0,0
Ireland,2020-02-19,0,0
Ireland,2020-02-20,0,0
Ireland,2020-02-21,0,0
Ireland,2020-02-22,0,0
Ireland,2020-02-23,0,0
Ireland,2020-02-24,0,0
Ireland,2020-02-25,0,0
Ireland,2020-02-26,0,0
Ireland,2020-02-27,0,0
Ireland,2020-02-28,0,0
Ireland,2020-02-29,1,0
Ireland,2020-03-01,1,0
Ireland,2020-03-02,1,0
Ireland,2020-03-03,2,0
Ireland,2020-03-04,6,0
Ireland,2020-03-05,13,0
Ireland,2020-03-06,18,0
Ireland,2020-03-07,19,0
Ireland,2020-03-08,21,0
Ireland,2020-03-09,24,0
Ireland,2020-03-10,34,0
Ireland,2020-03-11,43,1
Ireland,2020-03-12,70,1
Ireland,2020-03-13,90,1
Ireland,2020-03-14,129,2
Ireland,2020-03-15,170,2
Ireland,2020-03-16,223,2
Ireland,2020-03-17,292,2
Ireland,2020-03-18,366,2
Ireland,2020-03-19,557,3
Ireland,2020-03-20,683,3
Ireland,2020-03-21,785,3
Ireland,2020-03-22,906,4
Ireland,2020-03-23,1125,6
Ireland,2020-03-24,1329,7
Ireland,2020-03-25,1564,9
Ireland,2020-03-26,1819,19
Ireland,2020-03-27,2121,22
Ireland,2020-03-28,2415,36
Ireland,2020-03-29,2615,46
Ireland,2020-03-30,2910,54
Ireland,2020-03-31,3235,71
Ireland,2020-04-01,3447,85
Ireland,2020-04-02,3849,98
Ireland,2020-04-03,4273,120
Ireland,2020-04-04,4604,137
Ireland,2020-04-05,4994,158
Ireland,2020-04-06,5364,174
Ireland,2020-04-07,5709,210
Ireland,2020-04-08,6074,235
Ireland,2020-04-09,6574,263
Ireland,2020-04-10,8089,287
Ireland,2020-04-11,8928,320
Ireland,2020-04-12,9655,334
Ireland,2020-04-13,10647,365
Ireland,2020-04-14,11479,406
Ireland,2020-04-15,12547,444
Ireland,2020-04-16,13271,486
Ireland,2020-04-17,13980,530
Ireland,2020-04-18,14758,571
Ireland,2020-04-19,15251,610
Ireland,2020-04-20,15652,687
Ireland,2020-04-21,16040,730
Ireland,2020-04-22,16671,769
Ireland,2020-04-23,17607,794
Ireland,2020-04-24,18184,1014
Ireland,2020-04-25,18561,1063
Ireland,2020-04-26,19262,1087
Ireland,2020-04-27,19648,1102
Ireland,2020-04-28,19877,1159
Ireland,2020-04-29,20253,1190
Ireland,2020-04-30,20612,1232
Ireland,2020-05-01,20833,1265
Ireland,2020-05-02,21176,1286
Ireland,2020-05-03,21506,1303
Ireland,2020-05-04,21772,1319
Ireland,2020-05-05,21983,1339
Ireland,2020-05-06,22248,1375
Singapore,2020-02-15,72,0
Singapore,2020-02-16,75,0
Singapore,2020-02-17,77,0
Singapore,2020-02-18,81,0
Singapore,2020-02-19,84,0
Singapore,2020-02-20,85,0
Singapore,2020-02-21,86,0
Singapore,2020-02-22,89,0
Singapore,2020-02-23,89,0
Singapore,2020-02-24,90,0
Singapore,2020-02-25,91,0
Singapore,2020-02-26,93,0
Singapore,2020-02-27,96,0
Singapore,2020-02-28,98,0
Singapore,2020-02-29,102,0
Singapore,2020-03-01,106,0
Singapore,2020-03-02,108,0
Singapore,2020-03-03,110,0
Singapore,2020-03-04,112,0
Singapore,2020-03-05,117,0
Singapore,2020-03-06,130,0
Singapore,2020-03-07,138,0
Singapore,2020-03-08,150,0
Singapore,2020-03-09,160,0
Singapore,2020-03-10,166,0
Singapore,2020-03-11,178,0
Singapore,2020-03-12,187,0
Singapore,2020-03-13,200,0
Singapore,2020-03-14,212,0
Singapore,2020-03-15,226,0
Singapore,2020-03-16,243,0
Singapore,2020-03-17,266,0
Singapore,2020-03-18,313,0
Singapore,2020-03-19,345,0
Singapore,2020-03-20,385,0
Singapore,2020-03-21,432,2
Singapore,2020-03-22,455,2
Singapore,2020-03-23,509,2
Singapore,2020-03-24,558,2
Singapore,2020-03-25,631,2
Singapore,2020-03-26,683,2
Singapore,2020-03-27,732,2
Singapore,2020-03-28,802,2
Singapore,2020-03-29,844,3
Singapore,2020-03-30,879,3
Singapore,2020-03-31,926,3
Singapore,2020-04-01,1000,3
Singapore,2020-04-02,1049,4
Singapore,2020-04-03,1114,5
Singapore,2020-04-04,1189,6
Singapore,2020-04-05,1309,6
Singapore,2020-04-06,1375,6
Singapore,2020-04-07,1481,6
Singapore,2020-04-08,1623,6
Singapore,2020-04-09,1910,6
Singapore,2020-04-10,2108,7
Singapore,2020-04-11,2299,8
Singapore,2020-04-12,2532,8
Singapore,2020-04-13,2918,9
Singapore,2020-04-14,3252,10
Singapore,2020-04-15,3699,10
Singapore,2020-04-16,4427,10
Singapore,2020-04-17,5050,11
Singapore,2020-04-18,5992,11
Singapore,2020-04-19,6588,11
Singapore,2020-04-20,8014,11
Singapore,2020-04-21,9125,11
Singapore,2020-04-22,10141,12
Singapore,2020-04-23,11178,12
Singapore,2020-04-24,12075,12
Singapore,2020-04-25,12693,12
Singapore,2020-04-26,13624,12
Singapore,2020-04-27,14423,14
Singapore,2020-04-28,14951,14
Singapore,2020-04-29,15641,14
Singapore,2020-04-30,16169,15
Singapore,2020-05-01,17101,16
Singapore,2020-05-02,17548,17
Singapore,2020-05-03,18205,18
Singapore,2020-05-04,18778,18
Singapore,2020-05-05,19410,18
Singapore,2020-05-06,20198,20
Belarus,2020-02-15,0,0
Belarus,2020-02-16,0,0
Belarus,2020-02-17,0,0
Belarus,2020-02-18,0,0
Belarus,2020-02-19,0,0
Belarus,2020-02-20,0,0
Belarus,2020-02-21,0,0
Belarus,2020-02-22,0,0
Belarus,2020-02-23,0,0
Belarus,2020-02-24,0,0
Belarus,2020-02-25,0,0
Belarus,2020-02-26,0,0
Belarus,2020-02-27,0,0
Belarus,2020-02-28,1,0
Belarus,2020-02-29,1,0
Belarus,2020-03-01,1,0
Belarus,2020-03-02,1,0
Belarus,2020-03-03,4,0
Belarus,2020-03-04,6,0
Belarus,2020-03-05,6,0
Belarus,2020-03-06,6,0
Belarus,2020-03-07,6,0
Belarus,2020-03-08,6,0
Belarus,2020-03-09,6,0
Belarus,2020-03-10,9,0
Belarus,2020-03-11,9,0
Belarus,2020-03-12,21,0
Belarus,2020-03-13,27,0
Belarus,2020-03-14,27,0
Belarus,2020-03-15,27,0
Belarus,2020-03-16,36,0
Belarus,2020-03-17,36,0
Belarus,2020-03-18,51,0
Belarus,2020-03-19,51,0
Belarus,2020-03-20,69,0
Belarus,2020-03-21,76,0
Belarus,2020-03-22,76,0
Belarus,2020-03-23,81,0
Belarus,2020-03-24,81,0
Belarus,2020-03-25,86,0
Belarus,2020-03-26,86,0
Belarus,2020-03-27,94,0
Belarus,2020-03-28,94,0
Belarus,2020-03-29,94,0
Belarus,2020-03-30,152,0
Belarus,2020-03-31,152,1
Belarus,2020-04-01,163,2
Belarus,2020-04-02,304,4
Belarus,2020-04-03,351,4
Belarus,2020-04-04,440,5
Belarus,2020-04-05,562,8
Belarus,2020-04-06,700,13
Belarus,2020-04-07,861,13
Belarus,2020-04-08,1066,13
Belarus,2020-04-09,1486,16
Belarus,2020-04-10,1981,19
Belarus,2020-04-11,2226,23
Belarus,2020-04-12,2578,26
Belarus,2020-04-13,2919,29
Belarus,2020-04-14,3281,33
Belarus,2020-04-15,3728,36
Belarus,2020-04-16,4204,40
Belarus,2020-04-17,4779,42
Belarus,2020-04-18,4779,45
Belarus,2020-04-19,4779,47
Belarus,2020-04-20,6264,51
Belarus,2020-04-21,6723,55
Belarus,2020-04-22,7281,58
Belarus,2020-04-23,8022,60
Belarus,2020-04-24,8773,63
Belarus,2020-04-25,9590,67
Belarus,2020-04-26,10463,72
Belarus,2020-04-27,11289,75
Belarus,2020-04-28,12208,79
Belarus,2020-04-29,13181,84
Belarus,2020-04-30,14027,89
Belarus,2020-05-01,14917,93
Belarus,2020-05-02,15828,97
Belarus,2020-05-03,16705,99
Belarus,2020-05-04,17489,103
Belarus,2020-05-05,18350,107
Belarus,2020-05-06,19255,112
Qatar,2020-02-15,0,0
Qatar,2020-02-16,0,0
Qatar,2020-02-17,0,0
Qatar,2020-02-18,0,0
Qatar,2020-02-19,0,0
Qatar,2020-02-20,0,0
Qatar,2020-02-21,0,0
Qatar,2020-02-22,0,0
Qatar,2020-02-23,0,0
Qatar,2020-02-24,0,0
Qatar,2020-02-25,0,0
Qatar,2020-02-26,0,0
Qatar,2020-02-27,0,0
Qatar,2020-02-28,0,0
Qatar,2020-02-29,1,0
Qatar,2020-03-01,3,0
Qatar,2020-03-02,7,0
Qatar,2020-03-03,8,0
Qatar,2020-03-04,8,0
Qatar,2020-03-05,8,0
Qatar,2020-03-06,11,0
Qatar,2020-03-07,12,0
Qatar,2020-03-08,15,0
Qatar,2020-03-09,18,0
Qatar,2020-03-10,24,0
Qatar,2020-03-11,262,0
Qatar,2020-03-12,262,0
Qatar,2020-03-13,320,0
Qatar,2020-03-14,337,0
Qatar,2020-03-15,401,0
Qatar,2020-03-16,439,0
Qatar,2020-03-17,442,0
Qatar,2020-03-18,452,0
Qatar,2020-03-19,460,0
Qatar,2020-03-20,470,0
Qatar,2020-03-21,481,0
Qatar,2020-03-22,494,0
Qatar,2020-03-23,501,0
Qatar,2020-03-24,526,0
Qatar,2020-03-25,537,0
Qatar,2020-03-26,549,0
Qatar,2020-03-27,562,0
Qatar,2020-03-28,590,1
Qatar,2020-03-29,634,1
Qatar,2020-03-30,693,1
Qatar,2020-03-31,781,2
Qatar,2020-04-01,835,2
Qatar,2020-04-02,949,3
Qatar,2020-04-03,1075,3
Qatar,2020-04-04,1325,3
Qatar,2020-04-05,1604,4
Qatar,2020-04-06,1832,4
Qatar,2020-04-07,2057,6
Qatar,2020-04-08,2210,6
Qatar,2020-04-09,2376,6
Qatar,2020-04-10,2512,6
Qatar,2020-04-11,2728,6
Qatar,2020-04-12,2979,7
Qatar,2020-04-13,3231,7
Qatar,2020-04-14,3428,7
Qatar,2020-04-15,3711,7
Qatar,2020-04-16,4103,7
Qatar,2020-04-17,4663,7
Qatar,2020-04-18,5008,8
Qatar,2020-04-19,5448,8
Qatar,2020-04-20,6015,9
Qatar,2020-04-21,6533,9
Qatar,2020-04-22,7141,10
Qatar,2020-04-23,7764,10
Qatar,2020-04-24,8525,10
Qatar,2020-04-25,9358,10
Qatar,2020-04-26,10287,10
Qatar,2020-04-27,11244,10
Qatar,2020-04-28,11921,10
Qatar,2020-04-29,12564,10
Qatar,2020-04-30,13409,10
Qatar,2020-05-01,14096,12
Qatar,2020-05-02,14872,12
Qatar,2020-05-03,15551,12
Qatar,2020-05-04,16191,12
Qatar,2020-05-05,17142,12
Qatar,2020-05-06,17972,12
Israel,2020-02-15,0,0
Israel,2020-02-16,0,0
Israel,2020-02-17,0,0
Israel,2020-02-18,0,0
Israel,2020-02-19,0,0
Israel,2020-02-20,0,0
Israel,2020-02-21,1,0
Israel,2020-02-22,1,0
Israel,2020-02-23,2,0
Israel,2020-02-24,2,0
Israel,2020-02-25,2,0
Israel,2020-02-26,2,0
Israel,2020-02-27,3,0
Israel,2020-02-28,7,0
Israel,2020-02-29,7,0
Israel,2020-03-01,10,0
Israel,2020-03-02,12,0
Israel,2020-03-03,12,0
Israel,2020-03-04,15,0
Israel,2020-03-05,17,0
Israel,2020-03-06,21,0
Israel,2020-03-07,25,0
Israel,2020-03-08,39,0
Israel,2020-03-09,50,0
Israel,2020-03-10,75,0
Israel,2020-03-11,97,0
Israel,2020-03-12,109,0
Israel,2020-03-13,143,0
Israel,2020-03-14,193,0
Israel,2020-03-15,213,0
Israel,2020-03-16,298,0
Israel,2020-03-17,337,0
Israel,2020-03-18,433,0
Israel,2020-03-19,677,0
Israel,2020-03-20,705,1
Israel,2020-03-21,883,1
Israel,2020-03-22,1071,1
Israel,2020-03-23,1442,1
Israel,2020-03-24,1930,3
Israel,2020-03-25,2369,5
Israel,2020-03-26,2693,8
Israel,2020-03-27,3035,12
Israel,2020-03-28,3619,12
Israel,2020-03-29,4247,15
Israel,2020-03-30,4695,16
Israel,2020-03-31,5358,20
Israel,2020-04-01,6092,26
Israel,2020-04-02,6857,36
Israel,2020-04-03,7428,40
Israel,2020-04-04,7851,44
Israel,2020-04-05,8430,49
Israel,2020-04-06,8904,57
Israel,2020-04-07,9248,65
Israel,2020-04-08,9404,73
Israel,2020-04-09,9968,86
Israel,2020-04-10,10408,95
Israel,2020-04-11,10743,101
Israel,2020-04-12,11145,103
Israel,2020-04-13,11586,116
Israel,2020-04-14,12046,123
Israel,2020-04-15,12501,130
Israel,2020-04-16,12758,142
Israel,2020-04-17,12982,151
Israel,2020-04-18,13265,164
Israel,2020-04-19,13491,172
Israel,2020-04-20,13713,177
Israel,2020-04-21,13942,184
Israel,2020-04-22,14498,189
Israel,2020-04-23,14803,192
Israel,2020-04-24,15058,194
Israel,2020-04-25,15298,199
Israel,2020-04-26,15443,201
Israel,2020-04-27,15555,204
Israel,2020-04-28,15728,210
Israel,2020-04-29,15834,215
Israel,2020-04-30,15946,222
Israel,2020-05-01,16101,225
Israel,2020-05-02,16185,229
Israel,2020-05-03,16208,232
Israel,2020-05-04,16246,235
Israel,2020-05-05,16289,238
Israel,2020-05-06,16310,239
UAE,2020-02-15,8,0
UAE,2020-02-16,9,0
UAE,2020-02-17,9,0
UAE,2020-02-18,9,0
UAE,2020-02-19,9,0
UAE,2020-02-20,9,0
UAE,2020-02-21,11,0
UAE,2020-02-22,13,0
UAE,2020-02-23,13,0
UAE,2020-02-24,13,0
UAE,2020-02-25,13,0
UAE,2020-02-26,13,0
UAE,2020-02-27,19,0
UAE,2020-02-28,19,0
UAE,2020-02-29,21,0
UAE,2020-03-01,21,0
UAE,2020-03-02,21,0
UAE,2020-03-03,27,0
UAE,2020-03-04,28,0
UAE,2020-03-05,28,0
UAE,2020-03-06,45,0
UAE,2020-03-07,45,0
UAE,2020-03-08,45,0
UAE,2020-03-09,59,0
UAE,2020-03-10,74,0
UAE,2020-03-11,74,0
UAE,2020-03-12,85,0
UAE,2020-03-13,85,0
UAE,2020-03-14,85,0
UAE,2020-03-15,98,0
UAE,2020-03-16,98,0
UAE,2020-03-17,113,0
UAE,2020-03-18,113,0
UAE,2020-03-19,140,0
UAE,2020-03-20,140,2
UAE,2020-03-21,153,2
UAE,2020-03-22,153,2
UAE,2020-03-23,198,2
UAE,2020-03-24,248,2
UAE,2020-03-25,333,2
UAE,2020-03-26,333,2
UAE,2020-03-27,405,2
UAE,2020-03-28,468,2
UAE,2020-03-29,570,3
UAE,2020-03-30,611,5
UAE,2020-03-31,664,6
UAE,2020-04-01,814,8
UAE,2020-04-02,1024,8
UAE,2020-04-03,1264,9
UAE,2020-04-04,1505,10
UAE,2020-04-05,1799,10
UAE,2020-04-06,2076,11
UAE,2020-04-07,2359,12
UAE,2020-04-08,2659,12
UAE,2020-04-09,2990,14
UAE,2020-04-10,3360,16
UAE,2020-04-11,3736,20
UAE,2020-04-12,4123,22
UAE,2020-04-13,4521,25
UAE,2020-04-14,4933,28
UAE,2020-04-15,5365,33
UAE,2020-04-16,5825,35
UAE,2020-04-17,6302,37
UAE,2020-04-18,6302,37
UAE,2020-04-19,6781,41
UAE,2020-04-20,7265,43
UAE,2020-04-21,7755,46
UAE,2020-04-22,8238,52
UAE,2020-04-23,8756,56
UAE,2020-04-24,9281,64
UAE,2020-04-25,9813,71
UAE,2020-04-26,10349,76
UAE,2020-04-27,10839,82
UAE,2020-04-28,11380,89
UAE,2020-04-29,11929,98
UAE,2020-04-30,12481,105
UAE,2020-05-01,13038,111
UAE,2020-05-02,13599,119
UAE,2020-05-03,14163,126
UAE,2020-05-04,14730,137
UAE,2020-05-05,15192,146
UAE,2020-05-06,15738,157
Austria,2020-02-15,0,0
Austria,2020-02-16,0,0
Austria,2020-02-17,0,0
Austria,2020-02-18,0,0
Austria,2020-02-19,0,0
Austria,2020-02-20,0,0
Austria,2020-02-21,0,0
Austria,2020-02-22,0,0
Austria,2020-02-23,0,0
Austria,2020-02-24,0,0
Austria,2020-02-25,2,0
Austria,2020-02-26,2,0
Austria,2020-02-27,5,0
Austria,2020-02-28,7,0
Austria,2020-02-29,10,0
Austria,2020-03-01,14,0
Austria,2020-03-02,18,0
Austria,2020-03-03,24,0
Austria,2020-03-04,29,0
Austria,2020-03-05,43,0
Austria,2020-03-06,66,0
Austria,2020-03-07,81,0
Austria,2020-03-08,104,0
Austria,2020-03-09,131,0
Austria,2020-03-10,182,0
Austria,2020-03-11,246,0
Austria,2020-03-12,361,1
Austria,2020-03-13,504,1
Austria,2020-03-14,655,1
Austria,2020-03-15,860,1
Austria,2020-03-16,1018,3
Austria,2020-03-17,1332,4
Austria,2020-03-18,1646,4
Austria,2020-03-19,2179,6
Austria,2020-03-20,2649,6
Austria,2020-03-21,2992,8
Austria,2020-03-22,3582,16
Austria,2020-03-23,4474,21
Austria,2020-03-24,5283,28
Austria,2020-03-25,5588,31
Austria,2020-03-26,6909,49
Austria,2020-03-27,7697,58
Austria,2020-03-28,8271,68
Austria,2020-03-29,8788,86
Austria,2020-03-30,9618,108
Austria,2020-03-31,10180,128
Austria,2020-04-01,10711,146
Austria,2020-04-02,11129,158
Austria,2020-04-03,11524,168
Austria,2020-04-04,11781,186
Austria,2020-04-05,12051,204
Austria,2020-04-06,12297,220
Austria,2020-04-07,12639,243
Austria,2020-04-08,12942,273
Austria,2020-04-09,13244,295
Austria,2020-04-10,13560,319
Austria,2020-04-11,13806,337
Austria,2020-04-12,13945,350
Austria,2020-04-13,14041,368
Austria,2020-04-14,14226,384
Austria,2020-04-15,14350,393
Austria,2020-04-16,14476,410
Austria,2020-04-17,14595,431
Austria,2020-04-18,14671,443
Austria,2020-04-19,14749,452
Austria,2020-04-20,14795,470
Austria,2020-04-21,14873,491
Austria,2020-04-22,14925,510
Austria,2020-04-23,15002,522
Austria,2020-04-24,15071,530
Austria,2020-04-25,15148,536
Austria,2020-04-26,15225,542
Austria,2020-04-27,15274,549
Austria,2020-04-28,15357,569
Austria,2020-04-29,15402,580
Austria,2020-04-30,15452,584
Austria,2020-05-01,15531,589
Austria,2020-05-02,15558,596
Austria,2020-05-03,15597,598
Austria,2020-05-04,15621,600
Austria,2020-05-05,15650,606
Austria,2020-05-06,15684,608
Japan,2020-02-15,53,1
Japan,2020-02-16,59,1
Japan,2020-02-17,66,1
Japan,2020-02-18,74,1
Japan,2020-02-19,84,1
Japan,2020-02-20,94,1
Japan,2020-02-21,109,1
Japan,2020-02-22,134,1
Japan,2020-02-23,146,1
Japan,2020-02-24,159,1
Japan,2020-02-25,161,1
Japan,2020-02-26,172,3
Japan,2020-02-27,214,4
Japan,2020-02-28,233,5
Japan,2020-02-29,241,5
Japan,2020-03-01,256,6
Japan,2020-03-02,274,6
Japan,2020-03-03,293,6
Japan,2020-03-04,331,6
Japan,2020-03-05,364,6
Japan,2020-03-06,420,6
Japan,2020-03-07,461,6
Japan,2020-03-08,502,7
Japan,2020-03-09,530,9
Japan,2020-03-10,587,12
Japan,2020-03-11,639,15
Japan,2020-03-12,691,19
Japan,2020-03-13,734,21
Japan,2020-03-14,804,22
Japan,2020-03-15,833,24
Japan,2020-03-16,850,28
Japan,2020-03-17,878,29
Japan,2020-03-18,914,29
Japan,2020-03-19,943,33
Japan,2020-03-20,1007,35
Japan,2020-03-21,1054,36
Japan,2020-03-22,1101,41
Japan,2020-03-23,1128,42
Japan,2020-03-24,1193,43
Japan,2020-03-25,1307,45
Japan,2020-03-26,1387,47
Japan,2020-03-27,1499,49
Japan,2020-03-28,1693,52
Japan,2020-03-29,1866,54
Japan,2020-03-30,1953,56
Japan,2020-03-31,2178,57
Japan,2020-04-01,2384,57
Japan,2020-04-02,2617,63
Japan,2020-04-03,2935,69
Japan,2020-04-04,3139,77
Japan,2020-04-05,3654,85
Japan,2020-04-06,3906,92
Japan,2020-04-07,4257,93
Japan,2020-04-08,4667,94
Japan,2020-04-09,5347,99
Japan,2020-04-10,6005,99
Japan,2020-04-11,6748,108
Japan,2020-04-12,7370,123
Japan,2020-04-13,7618,143
Japan,2020-04-14,7885,146
Japan,2020-04-15,8626,178
Japan,2020-04-16,9231,190
Japan,2020-04-17,9787,190
Japan,2020-04-18,10296,222
Japan,2020-04-19,10797,236
Japan,2020-04-20,11135,263
Japan,2020-04-21,11512,281
Japan,2020-04-22,11950,299
Japan,2020-04-23,12368,328
Japan,2020-04-24,12712,345
Japan,2020-04-25,13231,360
Japan,2020-04-26,13449,372
Japan,2020-04-27,13614,385
Japan,2020-04-28,13736,394
Japan,2020-04-29,13895,413
Japan,2020-04-30,14088,430
Japan,2020-05-01,14305,455
Japan,2020-05-02,14571,474
Japan,2020-05-03,14877,487
Japan,2020-05-04,15078,536
Japan,2020-05-05,15253,556
Japan,2020-05-06,15253,556
Poland,2020-02-15,0,0
Poland,2020-02-16,0,0
Poland,2020-02-17,0,0
Poland,2020-02-18,0,0
Poland,2020-02-19,0,0
Poland,2020-02-20,0,0
Poland,2020-02-21,0,0
Poland,2020-02-22,0,0
Poland,2020-02-23,0,0
Poland,2020-02-24,0,0
Poland,2020-02-25,0,0
Poland,2020-02-26,0,0
Poland,2020-02-27,0,0
Poland,2020-02-28,0,0
Poland,2020-02-29,0,0
Poland,2020-03-01,0,0
Poland,2020-03-02,0,0
Poland,2020-03-03,0,0
Poland,2020-03-04,1,0
Poland,2020-03-05,1,0
Poland,2020-03-06,5,0
Poland,2020-03-07,6,0
Poland,2020-03-08,11,0
Poland,2020-03-09,17,0
Poland,2020-03-10,22,0
Poland,2020-03-11,31,0
Poland,2020-03-12,51,1
Poland,2020-03-13,68,2
Poland,2020-03-14,104,3
Poland,2020-03-15,125,3
Poland,2020-03-16,177,4
Poland,2020-03-17,238,5
Poland,2020-03-18,287,5
Poland,2020-03-19,355,5
Poland,2020-03-20,425,5
Poland,2020-03-21,536,5
Poland,2020-03-22,634,7
Poland,2020-03-23,749,8
Poland,2020-03-24,901,10
Poland,2020-03-25,1051,14
Poland,2020-03-26,1221,16
Poland,2020-03-27,1389,16
Poland,2020-03-28,1638,18
Poland,2020-03-29,1862,22
Poland,2020-03-30,2055,31
Poland,2020-03-31,2311,33
Poland,2020-04-01,2554,43
Poland,2020-04-02,2946,57
Poland,2020-04-03,3383,71
Poland,2020-04-04,3627,79
Poland,2020-04-05,4102,94
Poland,2020-04-06,4413,107
Poland,2020-04-07,4848,129
Poland,2020-04-08,5205,159
Poland,2020-04-09,5575,174
Poland,2020-04-10,5955,181
Poland,2020-04-11,6356,208
Poland,2020-04-12,6674,232
Poland,2020-04-13,6934,245
Poland,2020-04-14,7202,263
Poland,2020-04-15,7582,286
Poland,2020-04-16,7918,314
Poland,2020-04-17,8379,332
Poland,2020-04-18,8742,347
Poland,2020-04-19,9287,360
Poland,2020-04-20,9593,380
Poland,2020-04-21,9856,401
Poland,2020-04-22,10169,426
Poland,2020-04-23,10511,454
Poland,2020-04-24,10892,494
Poland,2020-04-25,11273,524
Poland,2020-04-26,11617,535
Poland,2020-04-27,11902,562
Poland,2020-04-28,12218,596
Poland,2020-04-29,12640,624
Poland,2020-04-30,12877,644
Poland,2020-05-01,13105,651
Poland,2020-05-02,13375,664
Poland,2020-05-03,13693,678
Poland,2020-05-04,14006,698
Poland,2020-05-05,14431,716
Poland,2020-05-06,14740,733
Romania,2020-02-15,0,0
Romania,2020-02-16,0,0
Romania,2020-02-17,0,0
Romania,2020-02-18,0,0
Romania,2020-02-19,0,0
Romania,2020-02-20,0,0
Romania,2020-02-21,0,0
Romania,2020-02-22,0,0
Romania,2020-02-23,0,0
Romania,2020-02-24,0,0
Romania,2020-02-25,0,0
Romania,2020-02-26,1,0
Romania,2020-02-27,1,0
Romania,2020-02-28,3,0
Romania,2020-02-29,3,0
Romania,2020-03-01,3,0
Romania,2020-03-02,3,0
Romania,2020-03-03,4,0
Romania,2020-03-04,6,0
Romania,2020-03-05,6,0
Romania,2020-03-06,9,0
Romania,2020-03-07,13,0
Romania,2020-03-08,15,0
Romania,2020-03-09,17,0
Romania,2020-03-10,29,0
Romania,2020-03-11,47,0
Romania,2020-03-12,59,0
Romania,2020-03-13,95,0
Romania,2020-03-14,123,0
Romania,2020-03-15,139,0
Romania,2020-03-16,168,0
Romania,2020-03-17,217,0
Romania,2020-03-18,260,0
Romania,2020-03-19,277,0
Romania,2020-03-20,308,0
Romania,2020-03-21,367,0
Romania,2020-03-22,433,3
Romania,2020-03-23,576,7
Romania,2020-03-24,794,12
Romania,2020-03-25,906,17
Romania,2020-03-26,1029,23
Romania,2020-03-27,1292,26
Romania,2020-03-28,1452,37
Romania,2020-03-29,1815,43
Romania,2020-03-30,2109,65
Romania,2020-03-31,2245,82
Romania,2020-04-01,2460,92
Romania,2020-04-02,2738,115
Romania,2020-04-03,3183,133
Romania,2020-04-04,3613,146
Romania,2020-04-05,3864,151
Romania,2020-04-06,4057,176
Romania,2020-04-07,4417,197
Romania,2020-04-08,4761,220
Romania,2020-04-09,5202,248
Romania,2020-04-10,5467,270
Romania,2020-04-11,5990,291
Romania,2020-04-12,6300,316
Romania,2020-04-13,6633,331
Romania,2020-04-14,6879,351
Romania,2020-04-15,7216,372
Romania,2020-04-16,7707,392
Romania,2020-04-17,8067,411
Romania,2020-04-18,8418,421
Romania,2020-04-19,8746,451
Romania,2020-04-20,8936,478
Romania,2020-04-21,9242,498
Romania,2020-04-22,9710,524
Romania,2020-04-23,10096,545
Romania,2020-04-24,10417,567
Romania,2020-04-25,10635,601
Romania,2020-04-26,11036,619
Romania,2020-04-27,11339,641
Romania,2020-04-28,11616,663
Romania,2020-04-29,11978,693
Romania,2020-04-30,12240,717
Romania,2020-05-01,12567,744
Romania,2020-05-02,12732,771
Romania,2020-05-03,13163,790
Romania,2020-05-04,13512,818
Romania,2020-05-05,13837,841
Romania,2020-05-06,14107,864
Ukraine,2020-02-15,0,0
Ukraine,2020-02-16,0,0
Ukraine,2020-02-17,0,0
Ukraine,2020-02-18,0,0
Ukraine,2020-02-19,0,0
Ukraine,2020-02-20,0,0
Ukraine,2020-02-21,0,0
Ukraine,2020-02-22,0,0
Ukraine,2020-02-23,0,0
Ukraine,2020-02-24,0,0
Ukraine,2020-02-25,0,0
Ukraine,2020-02-26,0,0
Ukraine,2020-02-27,0,0
Ukraine,2020-02-28,0,0
Ukraine,2020-02-29,0,0
Ukraine,2020-03-01,0,0
Ukraine,2020-03-02,0,0
Ukraine,2020-03-03,1,0
Ukraine,2020-03-04,1,0
Ukraine,2020-03-05,1,0
Ukraine,2020-03-06,1,0
Ukraine,2020-03-07,1,0
Ukraine,2020-03-08,1,0
Ukraine,2020-03-09,1,0
Ukraine,2020-03-10,1,0
Ukraine,2020-03-11,1,0
Ukraine,2020-03-12,3,0
Ukraine,2020-03-13,3,1
Ukraine,2020-03-14,3,1
Ukraine,2020-03-15,3,1
Ukraine,2020-03-16,7,1
Ukraine,2020-03-17,14,2
Ukraine,2020-03-18,16,2
Ukraine,2020-03-19,26,3
Ukraine,2020-03-20,41,3
Ukraine,2020-03-21,47,3
